match_id,hero_0,hero_1,hero_2,hero_3,hero_4,hero_5,hero_6,hero_7,hero_8,hero_9,radiant_win
4135632417,121,70,19,22,75,85,83,110,4,67,True
4135530517,64,36,70,88,25,12,106,27,42,5,False
4134881511,5,28,12,51,82,70,9,75,83,17,True
4132833315,84,121,56,53,6,32,92,42,9,25,True
4132248318,73,121,96,8,87,2,75,4,110,70,False
4131912206,22,50,114,9,84,86,69,36,7,46,False
4131736414,101,70,74,100,63,23,86,42,14,82,False
4129216302,62,106,19,110,70,14,25,108,32,113,True
4129056908,106,41,4,119,14,42,74,7,104,21,False
4128899003,87,42,114,75,81,34,63,17,119,14,True
4128887900,14,30,93,96,34,119,64,59,12,36,False
4128822318,86,120,12,75,17,34,5,63,67,30,False
4128238416,37,17,109,57,112,14,93,114,85,5,False
4127415000,109,70,6,25,75,106,10,52,14,42,False
4125366302,41,14,20,26,23,110,121,114,22,21,True
4124820503,4,3,34,121,42,19,14,114,82,27,True
4124562700,72,63,45,5,7,41,20,92,53,66,False
4124012004,42,47,63,32,27,72,49,59,91,75,True
4123210408,6,71,85,46,36,73,14,8,62,22,True
4119038611,5,70,12,121,114,73,85,95,2,64,False
4118473109,76,50,2,84,67,75,44,14,1,28,True
4117183211,106,14,30,42,41,74,93,21,27,104,True
4117017908,30,70,22,121,19,31,7,73,54,21,True
4116810309,42,56,100,82,112,119,63,20,80,6,True
4116740816,14,42,75,61,73,86,45,7,12,29,True
4115195104,67,7,45,74,102,39,12,121,69,75,True
4114771916,32,19,67,53,47,5,70,22,21,54,True
4114656219,27,67,121,22,2,49,12,7,39,14,True
4114476211,121,44,42,75,73,7,106,70,52,14,True
4113777913,93,104,56,1,34,26,14,67,21,101,False
4112364709,7,42,44,5,34,112,22,63,62,36,False
4112150804,45,27,12,61,42,77,5,7,56,78,False
4111679808,42,22,63,82,85,12,86,2,17,7,True
4111451405,119,61,7,32,2,121,67,4,26,69,True
4111223713,19,72,75,73,26,121,100,114,113,2,False
4110667412,6,17,75,98,14,23,70,88,5,19,False
4110382013,7,85,12,74,44,83,22,23,106,110,False
4109441010,63,20,22,14,6,119,42,67,17,26,False
4109329312,71,42,67,74,100,54,7,98,53,12,False
4107869609,93,14,20,42,46,11,2,51,119,67,False
4107836108,70,87,25,23,79,9,121,19,48,64,True
4107530102,44,75,19,106,42,36,30,56,12,119,False
4105880112,63,85,121,74,9,82,75,109,42,20,True
4105668913,63,25,121,4,37,110,74,21,83,41,False
4105387504,56,119,63,7,113,4,74,42,23,31,False
4105303017,20,12,63,76,7,42,53,41,34,5,True
4103786205,75,42,119,106,70,14,17,30,9,8,True
4102635603,121,61,110,4,7,14,8,83,74,63,False
4102490001,110,14,63,7,36,71,54,56,121,22,True
4099206616,84,67,64,42,35,90,73,11,85,70,False
4098804201,55,14,121,39,114,15,20,58,100,34,True
4097376111,56,120,5,114,14,17,41,104,27,119,True
4096747218,93,22,19,119,26,67,27,110,106,37,True
4096083708,34,56,14,112,114,63,17,7,1,121,False
4154619902,19,64,56,36,107,25,48,75,78,110,True
4154362216,104,17,121,54,3,63,109,7,27,73,False
4153330202,25,85,75,56,52,82,7,67,5,14,True
4152582114,5,97,110,114,39,56,17,7,29,9,True
4152016708,7,104,12,68,88,27,106,22,62,103,True
4151538411,121,106,22,75,114,1,7,34,14,87,False
4150927114,36,12,39,86,83,63,27,40,14,11,True
4150882907,48,75,12,121,96,73,119,7,21,74,True
4149271306,35,75,65,7,8,67,5,51,102,94,True
4148618302,42,7,22,9,113,121,67,10,96,37,False
4148185816,14,3,109,94,63,22,19,41,39,107,False
4145833706,121,42,110,17,20,95,71,7,87,47,False
4145451813,88,22,121,44,63,74,21,6,68,108,True
4144980504,59,17,85,58,84,45,71,100,21,67,True
4142261418,110,93,106,121,63,70,119,7,17,12,True
4141848102,85,17,14,42,36,121,53,4,11,58,True
4141060019,19,41,11,14,22,36,121,26,70,74,False
4138868908,25,110,63,71,93,32,8,111,82,75,False
4138703303,14,75,78,95,17,31,44,70,32,56,False
4138160214,14,6,74,63,68,121,61,49,104,4,True
4138063706,22,121,42,25,63,37,120,27,70,14,False
4137946408,21,34,9,58,70,67,14,114,17,31,False
4137802411,62,73,6,86,110,70,42,32,119,45,True
4136402807,7,56,34,99,30,93,23,64,102,74,False
4135676712,82,111,74,5,67,44,3,63,7,22,True
4135672404,83,21,5,22,42,100,68,109,104,17,True
4135470003,36,105,5,74,48,106,119,42,8,14,True
4132554018,9,6,83,17,75,14,110,97,44,21,False
4131579306,67,21,30,74,7,36,44,90,12,14,False
4131249818,2,6,121,17,30,114,119,86,13,9,True
4131096806,46,112,1,50,42,6,63,5,104,17,True
4126771700,64,121,21,44,63,41,107,27,25,7,False
4125681017,11,12,121,110,22,73,14,95,63,86,False
4125338818,112,19,95,7,20,82,63,70,66,25,True
4124104700,19,37,25,66,109,56,53,6,64,22,True
4123734317,85,48,101,63,88,74,112,41,104,7,True
4122285015,95,27,20,74,53,73,36,84,75,41,False
4121184805,48,98,119,14,78,32,12,110,17,71,False
4120950805,4,85,2,64,113,41,73,84,65,83,True
4120182815,67,121,64,96,74,11,26,120,14,8,False
4119069804,42,106,47,63,84,32,41,55,46,121,True
4118925906,91,47,119,56,110,96,70,45,75,121,False
4115899614,25,12,22,119,63,42,7,109,5,74,True
4115480100,53,12,83,19,119,27,36,42,14,110,False
4115481205,31,45,44,97,114,32,35,96,36,74,False
4113873407,14,51,12,79,45,70,20,59,63,121,False
4112347712,32,21,14,119,50,84,112,120,107,56,False
4112028011,67,106,19,7,121,75,20,114,42,4,False
4111265204,12,9,17,23,75,114,34,16,104,19,True
4109884117,67,33,14,30,63,42,70,120,61,79,False
4109606915,4,7,10,42,64,67,5,11,86,2,False
4108137113,9,56,50,2,112,58,57,42,78,121,True
4107683913,7,28,114,50,74,11,63,47,69,30,True
4107212000,67,14,58,121,46,20,42,9,75,76,True
4105630914,7,74,59,46,111,12,121,85,22,21,False
4105547207,20,17,63,5,6,56,97,26,16,22,True
4104534614,97,67,61,23,14,16,84,93,34,31,False
4104210100,56,42,14,114,121,12,22,40,112,100,False
4102574409,51,86,48,14,34,36,67,121,22,20,False
4102185508,75,21,42,74,12,109,17,20,26,70,False
4102138015,42,50,121,1,12,44,119,56,88,22,True
4102122918,14,12,5,77,70,121,42,75,106,4,False
4101647707,22,44,20,33,31,14,10,34,38,27,False
4098825105,52,74,42,9,36,21,83,7,63,73,False
4098462804,8,105,39,121,23,34,42,100,67,5,False
4097749915,9,12,17,45,27,74,4,119,22,41,True
4096523005,17,110,33,68,95,86,109,75,19,121,True
4096435918,31,8,98,14,59,101,22,19,61,27,True
4095358502,121,5,21,1,42,17,9,22,112,12,True
4095342117,112,86,101,22,77,83,46,108,39,91,True
4094800401,5,6,58,20,17,67,85,74,64,9,True
4094265414,61,2,8,20,58,121,63,17,75,67,False
4154150805,86,7,2,76,109,114,63,26,14,73,False
4153981114,59,7,9,105,44,90,32,25,114,110,True
4153721400,30,43,70,57,4,29,111,56,97,23,False
4153619313,32,26,75,59,4,76,5,85,39,9,True
4153184111,32,18,88,74,26,44,86,28,21,39,True
4152946404,3,70,114,109,28,32,121,22,27,1,True
4152894512,36,79,21,16,41,76,5,7,86,67,False
4152746519,2,6,71,45,86,46,14,22,41,31,True
4152525903,17,12,121,21,75,110,9,84,85,1,False
4152494505,70,27,121,74,12,21,77,5,61,110,False
4152477701,64,59,53,106,67,98,73,19,46,23,True
4152300916,45,92,65,80,26,14,19,75,114,32,False
4152135100,107,114,55,26,22,27,14,95,96,25,False
4150127102,44,83,36,99,7,9,5,2,74,23,True
4149400018,12,21,34,7,78,18,27,74,70,83,True
4149261816,85,56,58,74,75,32,4,14,99,57,True
4147942904,96,121,31,74,95,17,82,109,42,9,False
4147844000,30,85,19,70,34,3,7,9,56,63,False
4147250007,32,71,86,22,34,1,121,88,41,74,True
4146951904,67,88,47,23,119,5,44,42,34,121,False
4145526604,39,121,83,11,12,19,63,119,25,75,True
4145219818,5,4,42,68,56,110,73,17,14,32,False
4144052807,21,14,85,5,10,22,114,107,104,121,False
4144008008,110,19,37,74,109,95,5,10,70,75,True
4143584415,32,42,63,112,121,4,34,105,75,2,False
4142906818,95,114,5,106,63,121,70,56,64,14,True
4142515102,8,5,7,70,74,23,73,32,121,54,True
4142379319,114,88,14,113,22,75,109,36,20,74,True
4142105502,9,25,48,14,80,113,63,68,36,121,False
4141549511,70,19,32,86,67,17,27,95,14,63,False
4141569814,63,26,121,42,56,112,96,22,1,20,True
4141358517,5,70,32,121,46,97,93,87,14,17,True
4141299003,67,63,98,5,66,17,121,36,109,7,True
4141064708,52,70,7,26,114,61,54,14,87,110,True
4140888711,63,34,83,56,14,64,70,73,84,42,False
4140709416,35,9,119,70,83,6,84,21,92,96,False
4138695601,74,7,42,27,67,86,20,95,63,19,True
4137454109,17,12,44,7,119,34,33,49,19,84,True
4136967409,75,85,8,11,70,63,26,41,73,101,True
4136585816,74,85,7,70,31,97,82,63,33,86,True
4135717619,71,70,119,73,120,74,8,121,67,79,True
4134925418,81,70,36,112,20,71,95,113,63,86,True
4133936110,109,74,34,7,5,100,99,17,112,63,True
4133837408,75,14,105,39,109,7,22,5,71,36,False
4132942008,88,64,110,109,13,7,67,105,32,34,False
4132316101,58,12,76,84,32,31,20,34,85,8,False
4132277215,17,64,67,121,38,36,44,71,22,30,False
4129157401,25,31,7,14,6,27,45,66,72,42,False
4128597814,23,19,88,95,5,82,110,119,70,81,True
4128063708,9,112,25,6,39,121,56,96,31,12,False
4127779419,17,32,63,42,87,8,70,7,119,92,True
4126609205,109,64,36,88,22,86,74,83,53,12,True
4124151115,14,39,56,53,101,74,75,121,42,65,True
4123387006,63,84,42,47,71,41,86,39,110,5,False
4121915906,7,106,85,93,5,9,30,21,31,4,True
4119966016,87,56,32,97,70,110,8,5,65,21,False
4119105604,109,70,68,97,34,17,42,121,48,79,True
4118910307,20,8,73,7,70,25,121,22,34,1,False
4118547004,36,14,92,121,78,61,21,42,20,6,True
4116892804,14,20,74,63,6,70,34,47,26,9,True
4114687719,39,30,5,14,109,17,6,2,20,21,True
4114645007,110,70,26,74,42,17,59,64,9,121,False
4113656706,75,86,8,39,42,36,109,121,7,64,True
4113651405,2,85,56,47,3,74,110,13,41,23,True
4112872903,104,87,114,40,57,121,100,13,86,94,True
4109956309,27,75,17,70,12,63,42,20,74,121,False
4109878300,21,30,7,6,17,106,90,1,121,97,True
4107832601,56,7,113,70,27,109,33,23,110,5,False
4107552309,8,20,42,7,74,14,108,22,26,1,False
4106237503,8,37,99,35,88,108,14,109,59,121,True
4105909207,34,25,14,42,41,121,63,113,31,51,False
4105789719,9,1,121,36,83,7,106,22,97,4,False
4105696211,70,9,25,112,14,63,21,39,31,114,False
4104315014,67,121,9,96,5,83,104,22,75,12,False
4103884306,74,19,14,114,119,82,75,70,2,86,False
4103477817,42,90,112,22,17,20,70,83,34,2,False
4102509813,119,75,63,17,78,7,14,31,34,48,True
4101380015,14,84,67,11,7,74,121,42,8,30,False
4100555018,85,26,14,25,70,17,48,2,84,28,True
4098570207,33,34,121,109,14,75,56,101,50,67,False
4098481419,9,75,20,88,17,63,71,33,82,83,True
4097003702,63,40,64,7,12,46,42,119,53,67,False
4095282310,34,93,26,14,2,6,106,21,25,63,False
4094407511,56,75,45,101,63,22,36,88,73,39,True
4094287804,67,68,17,42,119,114,74,63,121,5,True
4094259615,5,10,17,73,14,7,59,26,63,50,True
4093924410,121,112,67,36,34,20,56,5,39,6,False
4093793808,84,12,22,63,64,7,121,29,17,95,False
4093663818,40,56,26,114,17,2,121,70,3,67,True
4093469119,14,119,5,36,42,22,56,58,71,68,True
4154550103,72,83,102,74,121,31,77,14,8,7,False
4154343901,112,121,9,46,103,33,39,70,21,7,False
4154274818,70,36,89,19,50,26,114,104,14,45,True
4153839907,93,78,101,88,23,110,35,1,121,62,False
4152520906,4,74,100,40,5,14,34,36,31,93,True
4151497303,75,63,70,7,73,42,32,23,100,36,True
4150129719,51,34,5,9,56,119,42,85,22,82,True
4149838305,35,22,83,15,75,9,39,45,5,81,False
4149728604,61,21,9,70,14,7,20,77,6,56,True
4149108301,119,34,96,114,14,92,36,6,21,87,True
4148914306,26,15,6,56,14,45,23,71,37,70,False
4148761717,121,7,61,41,112,6,84,75,63,56,False
4148463613,19,92,106,20,73,63,119,25,111,6,False
4147337817,58,14,41,43,121,23,48,74,63,86,False
4147232418,74,9,18,60,75,98,21,37,121,42,True
4146924705,11,75,62,21,9,23,27,41,14,74,False
4146029806,110,119,4,34,88,121,63,73,107,14,True
4145715512,114,5,74,14,39,110,109,17,107,32,False
4145159106,75,1,89,34,42,107,22,15,63,39,True
4145126112,81,42,22,83,82,94,75,97,106,40,True
4144005307,40,106,26,121,32,96,7,35,112,114,False
4142055215,45,17,54,27,14,77,119,61,110,64,True
4141466618,5,2,14,10,73,96,27,26,9,74,False
4140577207,111,67,2,25,32,110,121,19,44,46,True
4140399001,14,62,21,63,99,32,42,93,110,56,False
4139425400,95,104,100,114,86,32,97,4,73,37,False
4138740501,74,32,33,79,8,9,86,114,41,58,False
4138364410,74,52,103,14,41,49,17,54,26,7,True
4137227216,48,20,121,46,83,32,87,110,17,8,True
4137195907,121,81,5,25,41,85,35,7,63,8,True
4137113513,88,74,14,67,22,45,7,34,27,109,True
4136915315,70,7,75,99,86,54,34,101,111,110,False
4136226512,14,12,33,22,32,27,70,74,45,83,True
4136227400,119,17,6,75,69,74,86,5,9,35,True
4135589810,6,9,20,7,74,23,56,96,27,83,False
4135528500,113,86,120,82,121,67,7,119,112,22,False
4135483108,56,22,37,121,90,6,36,100,11,20,True
4134989813,25,20,106,104,14,11,56,109,2,26,True
4133670213,23,42,14,27,120,63,33,121,26,22,False
4133136308,17,67,14,71,32,49,9,56,12,86,True
4132675919,1,22,78,112,26,7,17,81,63,119,True
4132325506,56,6,20,110,71,14,101,66,111,106,True
4130718719,34,7,74,63,14,100,1,22,2,121,True
4130352418,83,58,121,39,77,82,7,56,70,85,False
4130286917,114,9,82,119,10,67,71,17,5,110,False
4129750305,5,21,74,14,35,26,47,42,97,106,True
4128423702,2,86,75,114,34,21,7,32,81,82,True
4128374406,73,71,32,28,17,53,23,74,19,1,True
4128074219,33,18,32,31,74,98,83,95,63,119,True
4127820111,11,29,114,35,84,74,26,44,22,14,True
4125744612,59,57,7,74,54,17,71,110,44,64,True
4124579919,58,121,5,45,42,59,31,14,7,22,False
4124470606,2,56,83,74,75,14,95,17,5,55,True
4124098219,86,19,48,67,25,14,41,9,1,17,False
4123030111,19,17,1,7,85,27,11,70,14,108,True
4122782709,56,64,46,121,2,47,67,63,83,25,True
4122307211,88,19,64,67,34,17,27,6,21,75,True
4122306410,21,4,121,104,50,86,119,42,47,99,True
4120397200,45,75,39,7,72,68,56,86,83,21,True
4119900707,78,79,7,114,2,11,13,21,14,104,True
4119850811,70,73,5,55,41,114,23,10,34,21,True
4118355403,27,58,114,32,61,70,14,63,74,75,False
4117231619,40,17,63,75,114,11,70,41,7,110,False
4116522319,22,106,37,67,32,109,45,64,77,121,True
4116172816,21,110,63,42,26,8,14,104,7,17,True
4116130903,101,41,13,42,7,86,63,106,1,22,True
4115543515,20,83,17,41,33,63,7,21,26,6,True
4114481816,67,23,22,31,21,32,33,74,63,75,False
4113726909,5,56,89,67,33,99,35,121,90,4,True
4113173917,11,67,47,27,37,74,40,53,12,120,True
4112936615,42,64,8,3,67,63,119,30,22,110,False
4112881511,19,31,36,79,82,42,47,27,121,78,False
4112030205,19,75,8,109,31,37,78,121,46,67,False
4109540803,58,17,20,121,12,42,36,30,119,74,False
4108517204,74,7,9,75,1,63,26,6,46,20,False
4108373708,91,61,56,41,37,85,84,36,74,86,False
4107653604,36,44,7,14,104,67,75,119,74,19,True
4107537807,19,95,71,14,121,113,17,64,2,20,True
4105941002,67,85,19,70,5,58,119,56,32,73,False
4104883004,84,17,98,112,42,70,45,83,2,27,False
4104087911,84,17,63,70,100,27,33,112,34,6,True
4101105211,4,45,23,27,83,110,48,5,14,49,False
4100803015,7,102,21,74,119,22,75,70,63,26,True
4098984317,67,17,69,37,112,114,101,5,55,21,True
4098933104,21,56,75,119,7,17,9,14,63,71,False
4098524515,42,119,100,67,17,70,26,121,23,63,True
4098472103,1,7,66,104,76,56,14,98,42,121,True
4098084303,81,75,23,86,74,42,22,7,88,31,True
4097849409,8,63,7,92,14,17,21,19,32,75,False
4096807817,114,63,110,75,34,12,96,121,73,95,True
4096435519,4,75,19,121,114,17,102,21,67,71,False
4096391408,106,7,44,58,5,38,56,74,91,119,True
4096301201,7,36,12,74,20,108,5,73,121,80,False
4096178700,27,20,6,9,17,119,110,67,22,75,False
4095287601,121,22,67,78,75,64,74,106,42,27,True
4093942300,112,46,1,121,2,47,3,42,119,4,True
4093533614,41,121,101,110,56,45,20,88,46,42,False
4152046611,25,39,114,121,83,11,75,9,19,64,True
4151748716,63,7,12,75,34,70,73,14,5,2,False
4151798816,72,91,21,119,19,56,7,85,32,82,False
4151645010,21,7,77,119,74,20,17,36,23,70,True
4151374713,74,26,108,41,32,64,36,14,22,72,True
4151095914,48,10,121,5,40,27,78,119,74,41,False
4150617808,121,36,9,56,42,63,74,83,110,85,True
4150565800,112,82,7,114,84,95,3,10,107,8,True
4149998817,63,84,9,103,56,70,14,48,22,32,False
4149231518,30,70,96,14,10,42,27,32,73,121,True
4147824204,19,30,41,22,75,72,21,32,45,121,True
4146040004,70,27,14,22,9,17,121,67,26,36,True
4145913015,51,35,97,20,105,34,42,120,26,114,False
4144966210,84,53,83,74,10,59,95,63,111,17,True
4144259300,121,10,45,70,104,85,114,17,58,31,True
4144054109,121,114,25,19,44,21,7,72,45,42,False
4143493200,25,30,14,78,109,50,113,26,7,22,True
4142640812,59,6,37,21,63,26,42,22,7,34,True
4141063211,26,12,99,7,74,13,22,119,83,109,True
4141040706,17,5,50,109,85,75,34,19,93,14,True
4138738600,78,109,84,45,121,67,74,75,50,2,True
4138357608,12,108,7,121,9,14,119,15,42,17,True
4137442619,119,32,34,27,63,12,121,97,84,17,True
4137256208,109,19,14,7,17,34,83,70,78,22,True
4136691002,29,86,106,9,119,110,8,34,100,97,False
4136474012,36,16,41,74,119,21,120,48,5,32,True
4134379706,61,45,7,5,8,22,6,19,36,30,True
4133240701,14,25,71,8,21,50,61,34,7,67,True
4131983812,41,14,56,112,110,22,121,7,21,99,True
4131080108,17,31,9,26,70,78,34,14,121,6,True
4129858418,7,18,39,104,5,28,34,119,9,1,False
4129166610,36,84,26,34,109,75,82,23,9,67,False
4128663517,119,52,73,85,95,104,22,75,14,1,False
4128234703,55,86,8,28,114,82,56,104,26,14,True
4127824500,70,14,23,25,98,95,101,42,34,5,True
4125340713,75,114,100,106,42,4,33,5,17,70,True
4125072517,119,59,106,23,7,17,67,120,121,53,True
4123954906,83,112,74,36,63,85,21,42,73,34,True
4123013916,17,51,53,45,67,75,8,42,34,97,False
4122921015,85,42,17,3,36,101,110,67,53,119,False
4121827312,20,22,56,107,9,108,1,59,121,87,True
4120687018,19,74,41,5,51,12,121,103,106,58,True
4119920719,51,9,64,108,1,16,79,22,6,7,True
4119662316,7,121,14,42,25,79,110,63,46,12,False
4119320316,96,20,14,34,114,88,35,85,74,42,False
4118916311,4,78,17,119,121,1,98,12,26,21,True
4118286411,81,71,19,63,83,74,32,42,21,4,False
4116488505,6,74,36,110,75,70,14,41,8,17,True
4115985719,67,119,74,75,104,27,42,32,35,7,False
4115377907,102,56,79,22,7,14,34,2,121,63,True
4114239006,121,7,4,34,12,42,21,81,112,17,True
4114280108,74,119,40,6,121,11,32,8,5,14,False
4113959211,23,2,74,9,63,75,42,7,120,17,False
4113048117,70,75,96,7,17,14,42,91,74,95,False
4112180319,67,101,110,75,74,30,11,7,42,70,True
4112146016,67,5,73,9,47,33,104,35,88,74,True
4111843015,59,83,74,88,75,21,17,95,111,119,True
4111022415,56,14,34,1,42,37,22,88,4,82,False
4110337312,42,88,71,1,22,34,32,45,90,21,True
4110100919,26,22,42,67,7,86,14,74,8,17,True
4103844005,119,65,21,4,121,5,70,14,34,9,False
4103853717,70,75,33,32,82,14,4,17,47,12,True
4103648901,12,7,63,5,113,119,110,71,42,20,False
4103488300,96,14,17,88,41,22,75,63,12,5,True
4102795503,1,119,22,42,87,84,74,64,110,67,True
4102109102,13,85,86,8,21,17,7,42,14,20,True
4100511003,7,31,70,61,121,110,17,8,4,75,True
4099403318,45,9,75,121,70,7,110,22,83,67,False
4098673418,53,12,32,34,121,104,20,14,7,42,False
4098372706,67,110,74,83,5,63,105,25,59,70,False
4097151100,46,79,36,72,91,11,71,70,110,20,False
4096886800,74,7,109,79,19,36,22,67,85,31,True
4094948112,67,73,5,42,83,112,32,70,74,119,True
4133947507,11,110,50,36,59,9,75,35,14,120,True
4132824412,5,9,8,13,14,56,26,99,20,34,True
4132618118,34,7,40,42,67,25,121,8,108,83,False
4132352405,75,68,19,47,1,82,67,110,14,111,False
4129268209,22,42,73,63,62,121,74,36,93,83,False
4128838214,42,5,17,6,119,12,74,88,107,20,False
4128465100,82,14,110,32,70,23,48,27,21,39,False
4128389817,73,6,20,19,68,9,25,10,31,120,False
4128139316,70,121,21,110,5,26,88,61,56,9,False
4125703104,10,21,61,14,114,30,121,9,74,8,True
4124717100,41,96,8,17,14,23,9,27,99,34,True
4123986713,96,8,74,26,30,27,19,113,98,40,True
4122222416,32,56,121,73,7,78,14,59,22,62,True
4122188302,119,70,83,20,36,75,92,12,64,2,False
4119758012,17,14,8,119,69,48,62,47,5,82,False
4119500404,36,105,7,44,61,106,69,114,88,85,True
4119005216,17,103,9,121,4,100,27,31,41,97,False
4118653616,82,121,36,21,5,72,73,75,63,7,True
4115552413,19,119,82,83,67,53,63,121,42,22,True
4115377210,56,119,27,63,28,82,19,20,79,42,False
4115372206,61,42,84,21,114,90,56,40,4,112,False
4114324610,61,119,75,25,42,67,7,46,85,121,False
4112251107,111,96,14,56,6,85,21,42,39,27,False
4110832007,39,8,99,31,14,17,70,86,67,5,False
4110770609,20,110,67,22,42,63,5,100,94,88,True
4110274912,101,14,56,22,42,120,83,9,108,41,True
4110166904,67,86,95,71,110,121,74,7,42,63,True
4108426709,4,42,75,71,15,120,70,121,73,112,False
4107599303,75,14,54,32,47,22,56,42,31,2,True
4107099618,121,119,11,84,63,14,58,70,37,25,False
4104667806,98,14,17,75,6,84,73,8,63,119,False
4104594701,86,75,9,74,7,72,101,44,121,84,False
4103718002,121,47,111,54,42,7,46,2,67,84,True
4103682405,104,91,74,67,14,22,8,121,113,56,True
4101698307,17,86,104,67,32,75,7,73,14,106,False
4101498305,45,14,109,64,82,22,5,40,7,67,False
4101462019,14,45,120,119,32,26,6,114,13,71,False
4101207418,42,7,107,106,22,121,63,56,17,36,False
4100907616,40,12,25,14,7,42,121,39,30,106,True
4100861610,16,17,27,4,40,106,44,111,102,121,False
4099683105,98,77,83,36,84,121,85,12,42,76,True
4096282019,67,22,83,5,69,78,109,7,20,39,False
4094054818,67,11,83,120,31,14,42,22,36,73,True
4154097219,84,32,109,83,17,7,34,59,33,50,True
4153195805,110,6,21,39,47,22,36,63,14,32,False
4152912617,104,41,110,22,121,74,25,95,96,32,False
4151354219,70,27,21,11,98,36,111,83,59,42,True
4150737103,121,112,6,11,63,40,21,17,119,4,True
4149125711,63,11,26,85,18,21,34,3,7,12,True
4148677113,26,72,28,47,5,46,2,20,32,6,False
4147934502,68,83,109,17,96,36,22,41,64,7,True
4147787411,73,61,86,4,5,104,7,121,9,60,False
4147017607,16,93,52,63,21,32,70,34,121,7,False
4146866117,14,21,92,6,9,96,84,121,12,114,False
4146784102,7,21,92,20,12,6,25,37,63,47,False
4146311106,56,83,30,63,74,79,70,9,34,97,False
4146239006,73,83,14,109,119,106,9,12,7,121,True
4144301309,2,56,64,17,75,10,55,8,114,50,True
4144190110,1,20,23,11,64,4,14,75,56,22,False
4142914307,46,93,20,83,75,31,63,84,11,9,True
4140610009,78,85,1,73,107,110,5,83,46,10,True
4140427806,46,63,1,114,48,14,36,59,121,22,True
4140005816,6,90,32,20,11,9,74,91,83,72,True
4139845609,91,72,99,17,28,74,7,42,9,23,True
4139568603,13,86,121,4,2,1,5,9,17,51,False
4139434108,20,56,84,23,9,14,6,97,11,36,False
4138005015,74,21,14,10,2,59,86,9,104,45,True
4137879509,42,34,12,26,7,17,14,30,6,9,False
4136466517,8,74,14,75,98,104,39,67,86,30,False
4135710114,7,18,1,71,91,34,87,31,4,78,False
4135558408,112,82,7,36,12,34,14,41,57,73,False
4135496216,28,88,34,42,27,14,74,100,114,5,True
4134403207,108,11,71,109,37,107,106,67,3,99,False
4154183314,34,2,12,7,30,31,78,70,56,5,False
4153921015,121,14,32,39,21,96,7,114,12,75,False
4153564603,21,112,113,6,9,64,67,42,121,106,False
4153289313,75,7,56,32,71,105,18,52,14,74,True
4151109119,7,8,22,63,5,114,27,84,19,34,True
4150825418,56,119,32,91,18,12,121,9,71,47,False
4148482904,22,8,14,19,9,2,76,101,75,94,True
4148123407,71,121,5,48,35,26,17,85,54,110,True
4147448613,96,113,95,111,40,4,34,107,20,12,True
4147150012,62,84,96,92,6,54,110,32,121,11,True
4145983504,40,3,47,18,21,9,61,121,67,32,False
4144728217,34,32,112,56,4,119,36,67,22,121,False
4144729906,106,94,100,119,57,112,51,63,74,41,False
4141359512,56,7,75,104,82,5,92,18,14,36,False
4141246705,9,109,23,121,86,97,92,1,14,22,False
4141202606,7,74,17,14,109,23,32,26,41,75,False
